incident_id,date,country,customer_type,tracking_number,carrier,category,description,status,customer_email,satisfaction_score
TRF-000069,2026-08-13,ES,B2B,TRK00000069,MRW,WRONG_ADDRESS,Valid incident description 69,OPEN,customer69@example.com,
TRF-000070,2026-08-14,ES,B2C,TRK00000070,MRW,WRONG_ADDRESS,Valid incident description 70,OPEN,customer70@example.com,
TRF-000071,2026-08-15,ES,B2B,TRK00000071,MRW,WRONG_ADDRESS,Valid incident description 71,OPEN,customer71@example.com,
TRF-000072,2026-08-16,ES,B2C,TRK00000072,MRW,RETURN_REQUEST,Valid incident description 72,OPEN,customer72@example.com,
TRF-000073,2026-08-17,ES,B2B,TRK00000073,MRW,RETURN_REQUEST,Valid incident description 73,OPEN,customer73@example.com,
TRF-000074,2026-08-18,ES,B2C,TRK00000074,MRW,RETURN_REQUEST,Valid incident description 74,OPEN,customer74@example.com,
TRF-000075,2026-08-19,ES,B2B,TRK00000075,MRW,RETURN_REQUEST,Valid incident description 75,OPEN,customer75@example.com,
TRF-000076,2026-08-20,ES,B2C,TRK00000076,MRW,RETURN_REQUEST,Valid incident description 76,OPEN,customer76@example.com,
TRF-000077,2026-08-21,ES,B2B,TRK00000077,MRW,RETURN_REQUEST,Valid incident description 77,OPEN,customer77@example.com,
TRF-000078,2026-08-22,ES,B2C,TRK00000078,MRW,RETURN_REQUEST,Valid incident description 78,OPEN,customer78@example.com,
TRF-000079,2026-08-23,ES,B2B,TRK00000079,MRW,RETURN_REQUEST,Valid incident description 79,OPEN,customer79@example.com,
TRF-000080,2026-08-24,ES,B2C,TRK00000080,MRW,RETURN_REQUEST,Valid incident description 80,OPEN,customer80@example.com,
TRF-000081,2026-08-25,ES,B2B,TRK00000081,MRW,RETURN_REQUEST,Valid incident description 81,OPEN,customer81@example.com,
TRF-000082,2026-08-26,ES,B2C,TRK00000082,MRW,RETURN_REQUEST,Valid incident description 82,DISCARDED,customer82@example.com,
TRF-000083,2026-08-27,ES,B2B,TRK00000083,MRW,RETURN_REQUEST,Valid incident description 83,DISCARDED,customer83@example.com,
TRF-000084,2026-08-28,ES,B2C,TRK00000084,MRW,RETURN_REQUEST,Valid incident description 84,DISCARDED,customer84@example.com,
TRF-000085,2026-08-01,ES,B2B,TRK00000085,MRW,RETURN_REQUEST,Valid incident description 85,DISCARDED,customer85@example.com,
TRF-000086,2026-08-02,ES,B2C,TRK00000086,MRW,RETURN_REQUEST,Valid incident description 86,DISCARDED,customer86@example.com,
TRF-000087,2026-08-03,ES,B2B,TRK00000087,MRW,RETURN_REQUEST,Valid incident description 87,DISCARDED,customer87@example.com,
TRF-000088,2026-08-04,ES,B2C,TRK00000088,MRW,RETURN_REQUEST,Valid incident description 88,DISCARDED,customer88@example.com,
TRF-000089,2026-08-05,ES,B2B,TRK00000089,MRW,DAMAGE,Valid incident description 89,DISCARDED,customer89@example.com,
TRF-000090,2026-08-06,ES,B2C,TRK00000090,MRW,DAMAGE,Valid incident description 90,DISCARDED,customer90@example.com,
TRF-000091,2026-08-07,ES,B2B,TRK00000091,MRW,DAMAGE,Valid incident description 91,DISCARDED,customer91@example.com,
TRF-000092,2026-08-08,ES,B2C,TRK00000092,MRW,DAMAGE,Valid incident description 92,DISCARDED,customer92@example.com,
TRF-000093,2026-08-09,ES,B2B,TRK00000093,MRW,DAMAGE,Valid incident description 93,DISCARDED,customer93@example.com,
TRF-000094,2026-08-10,ES,B2C,TRK00000094,MRW,DAMAGE,Valid incident description 94,DISCARDED,customer94@example.com,
TRF-000095,2026-08-11,ES,B2B,TRK00000095,MRW,DAMAGE,Valid incident description 95,DISCARDED,customer95@example.com,
TRF-000096,2026-08-10,US,B2C,1234,UPS,LOST_PARCEL,Tracking invalid,OPEN,invalid1@example.com,
TRF-000097,2026-08-11,US,B2C,TRK00000097,MRW,DAMAGE,Carrier mismatch,OPEN,invalid2@example.com,
TRF-000098,2026-08-12,ES,B2B,TRK00000098,SEUR,UNKNOWN,Unknown category,DISCARDED,invalid3@example.com,
TRF-000099,2026-08-13,ES,B2C,TRK00000099,MRW,RETURN_REQUEST,Bad email,OPEN,invalid4.example.com,
TRF-000100,2026-08-14,US,B2B,TRK00000100,FEDEX,DELAYED_DELIVERY,Closed without score,CLOSED,invalid5@example.com,
